"AccID","SubmittingLab"
"EPI_ISL_14603834","IMR"
"EPI_ISL_14603835","IMR"
"EPI_ISL_14603836","IMR"
"EPI_ISL_14603837","IMR"
"EPI_ISL_14603838","IMR"
"EPI_ISL_14603839","IMR"
"EPI_ISL_14603840","IMR"
"EPI_ISL_14603841","IMR"
"EPI_ISL_14603842","IMR"
"EPI_ISL_14603843","IMR"
"EPI_ISL_14603844","IMR"
"EPI_ISL_14603845","IMR"
"EPI_ISL_14603846","IMR"
"EPI_ISL_14603847","IMR"
"EPI_ISL_14603848","IMR"
"EPI_ISL_14603849","IMR"
"EPI_ISL_14603850","IMR"
"EPI_ISL_14603851","IMR"
"EPI_ISL_14603852","IMR"
"EPI_ISL_14603853","IMR"
"EPI_ISL_14603854","IMR"
"EPI_ISL_14603855","IMR"
"EPI_ISL_14603856","IMR"
"EPI_ISL_14603857","IMR"
"EPI_ISL_14603858","IMR"
"EPI_ISL_14603859","IMR"
"EPI_ISL_14603860","IMR"
"EPI_ISL_14603861","IMR"
"EPI_ISL_14603862","IMR"
"EPI_ISL_14603863","IMR"
"EPI_ISL_14603864","IMR"
"EPI_ISL_14603865","IMR"
"EPI_ISL_14603866","IMR"
"EPI_ISL_14603867","IMR"
"EPI_ISL_14603868","IMR"
"EPI_ISL_14603869","IMR"
"EPI_ISL_14603870","IMR"
"EPI_ISL_14603871","IMR"
"EPI_ISL_14603872","IMR"
"EPI_ISL_14603873","IMR"
"EPI_ISL_14603874","IMR"
"EPI_ISL_14603875","IMR"
"EPI_ISL_14603876","IMR"
"EPI_ISL_14603877","IMR"
"EPI_ISL_14603878","IMR"
"EPI_ISL_14603879","IMR"
"EPI_ISL_14603880","IMR"
"EPI_ISL_14603881","IMR"
"EPI_ISL_14603882","IMR"
"EPI_ISL_14603883","IMR"
"EPI_ISL_14603884","IMR"
"EPI_ISL_14603885","IMR"
"EPI_ISL_14603886","IMR"
"EPI_ISL_14603887","IMR"
"EPI_ISL_14603888","IMR"
"EPI_ISL_14603889","IMR"
"EPI_ISL_14603890","IMR"
"EPI_ISL_14603891","IMR"
"EPI_ISL_14603892","IMR"
"EPI_ISL_14603893","IMR"
"EPI_ISL_14603894","IMR"
"EPI_ISL_14603895","IMR"
"EPI_ISL_14603896","IMR"
"EPI_ISL_14603897","IMR"
"EPI_ISL_14603898","IMR"
"EPI_ISL_14603899","IMR"
"EPI_ISL_14603900","IMR"
"EPI_ISL_14603901","IMR"
"EPI_ISL_14603902","IMR"
"EPI_ISL_14603903","IMR"
"EPI_ISL_14603904","IMR"
"EPI_ISL_14605128","IMR"
"EPI_ISL_14605129","IMR"
"EPI_ISL_14605130","IMR"
"EPI_ISL_14605131","IMR"
"EPI_ISL_14605132","IMR"
"EPI_ISL_14605133","IMR"
"EPI_ISL_14605134","IMR"
"EPI_ISL_14605135","IMR"
"EPI_ISL_14605136","IMR"
"EPI_ISL_14605137","IMR"
"EPI_ISL_14663485","IMR"
"EPI_ISL_14663486","IMR"
"EPI_ISL_14663487","IMR"
"EPI_ISL_14663488","IMR"
"EPI_ISL_14663489","IMR"
"EPI_ISL_14663490","IMR"
"EPI_ISL_14663491","IMR"
"EPI_ISL_14663492","IMR"
"EPI_ISL_14663493","IMR"
"EPI_ISL_14663494","IMR"
"EPI_ISL_14663495","IMR"
"EPI_ISL_14663496","IMR"
"EPI_ISL_14663497","IMR"
"EPI_ISL_14663498","IMR"
"EPI_ISL_14663499","IMR"
"EPI_ISL_14663500","IMR"
"EPI_ISL_14663501","IMR"
"EPI_ISL_14663502","IMR"
"EPI_ISL_14663503","IMR"
"EPI_ISL_14663504","IMR"
"EPI_ISL_14663505","IMR"
"EPI_ISL_14663506","IMR"
"EPI_ISL_14663507","IMR"
"EPI_ISL_14663508","IMR"
"EPI_ISL_14663509","IMR"
"EPI_ISL_14663510","IMR"
"EPI_ISL_14663511","IMR"
"EPI_ISL_14663512","IMR"
"EPI_ISL_14663513","IMR"
"EPI_ISL_14663757","iPROMISE-UiTM"
"EPI_ISL_14663758","iPROMISE-UiTM"
"EPI_ISL_14663759","iPROMISE-UiTM"
"EPI_ISL_14663760","iPROMISE-UiTM"
"EPI_ISL_14663761","iPROMISE-UiTM"
"EPI_ISL_14663762","iPROMISE-UiTM"
"EPI_ISL_14663763","iPROMISE-UiTM"
"EPI_ISL_14663764","iPROMISE-UiTM"
"EPI_ISL_14663765","iPROMISE-UiTM"
"EPI_ISL_14663766","iPROMISE-UiTM"
"EPI_ISL_14663767","iPROMISE-UiTM"
"EPI_ISL_14663768","iPROMISE-UiTM"
"EPI_ISL_14663769","iPROMISE-UiTM"
"EPI_ISL_14663770","iPROMISE-UiTM"
"EPI_ISL_14663771","iPROMISE-UiTM"
"EPI_ISL_14663772","iPROMISE-UiTM"
"EPI_ISL_14663773","iPROMISE-UiTM"
"EPI_ISL_14663774","iPROMISE-UiTM"
"EPI_ISL_14663775","iPROMISE-UiTM"
"EPI_ISL_14663776","iPROMISE-UiTM"
"EPI_ISL_14663777","iPROMISE-UiTM"
"EPI_ISL_14663778","iPROMISE-UiTM"
"EPI_ISL_14663779","iPROMISE-UiTM"
"EPI_ISL_14663780","iPROMISE-UiTM"
"EPI_ISL_14663781","iPROMISE-UiTM"
"EPI_ISL_14663782","iPROMISE-UiTM"
"EPI_ISL_14663783","iPROMISE-UiTM"
"EPI_ISL_14663784","iPROMISE-UiTM"
"EPI_ISL_14663785","iPROMISE-UiTM"
"EPI_ISL_14663786","iPROMISE-UiTM"
"EPI_ISL_14663787","iPROMISE-UiTM"
"EPI_ISL_14663788","iPROMISE-UiTM"
"EPI_ISL_14663789","iPROMISE-UiTM"
"EPI_ISL_14663790","iPROMISE-UiTM"
"EPI_ISL_14663791","iPROMISE-UiTM"
"EPI_ISL_14663792","iPROMISE-UiTM"
"EPI_ISL_14663793","iPROMISE-UiTM"
"EPI_ISL_14663794","iPROMISE-UiTM"
"EPI_ISL_14663795","iPROMISE-UiTM"
"EPI_ISL_14663796","iPROMISE-UiTM"
"EPI_ISL_14663797","iPROMISE-UiTM"
"EPI_ISL_14663798","iPROMISE-UiTM"
"EPI_ISL_14663799","iPROMISE-UiTM"
"EPI_ISL_14663800","iPROMISE-UiTM"
"EPI_ISL_14663801","iPROMISE-UiTM"
"EPI_ISL_14663802","iPROMISE-UiTM"
"EPI_ISL_14663803","iPROMISE-UiTM"
"EPI_ISL_14663804","iPROMISE-UiTM"
"EPI_ISL_14663805","iPROMISE-UiTM"
"EPI_ISL_14663806","iPROMISE-UiTM"
"EPI_ISL_14663807","iPROMISE-UiTM"
"EPI_ISL_14663808","iPROMISE-UiTM"
"EPI_ISL_14663809","iPROMISE-UiTM"
"EPI_ISL_14663810","iPROMISE-UiTM"
"EPI_ISL_14663811","iPROMISE-UiTM"
"EPI_ISL_14663812","iPROMISE-UiTM"
"EPI_ISL_14663813","iPROMISE-UiTM"
"EPI_ISL_14663814","iPROMISE-UiTM"
"EPI_ISL_14663815","iPROMISE-UiTM"
"EPI_ISL_14663816","iPROMISE-UiTM"
"EPI_ISL_14663818","iPROMISE-UiTM"
"EPI_ISL_14663819","iPROMISE-UiTM"
"EPI_ISL_14663820","iPROMISE-UiTM"
"EPI_ISL_14663821","iPROMISE-UiTM"
"EPI_ISL_14663822","iPROMISE-UiTM"
"EPI_ISL_14663823","iPROMISE-UiTM"
"EPI_ISL_14663824","iPROMISE-UiTM"
"EPI_ISL_14663825","iPROMISE-UiTM"
"EPI_ISL_14663826","iPROMISE-UiTM"
"EPI_ISL_14663827","iPROMISE-UiTM"
"EPI_ISL_14663828","iPROMISE-UiTM"
"EPI_ISL_14663829","iPROMISE-UiTM"
"EPI_ISL_14663830","iPROMISE-UiTM"
"EPI_ISL_14663831","iPROMISE-UiTM"
"EPI_ISL_14663832","iPROMISE-UiTM"
"EPI_ISL_14663833","iPROMISE-UiTM"
"EPI_ISL_14663834","iPROMISE-UiTM"
"EPI_ISL_14663835","iPROMISE-UiTM"
"EPI_ISL_14663836","iPROMISE-UiTM"
"EPI_ISL_14663837","iPROMISE-UiTM"
"EPI_ISL_14663838","iPROMISE-UiTM"
"EPI_ISL_14663839","iPROMISE-UiTM"
"EPI_ISL_14663840","iPROMISE-UiTM"
"EPI_ISL_14663841","iPROMISE-UiTM"
"EPI_ISL_14663842","iPROMISE-UiTM"
"EPI_ISL_14663843","iPROMISE-UiTM"
"EPI_ISL_14663844","iPROMISE-UiTM"
"EPI_ISL_14663845","iPROMISE-UiTM"
"EPI_ISL_14663846","iPROMISE-UiTM"
"EPI_ISL_14663847","iPROMISE-UiTM"
"EPI_ISL_14663848","iPROMISE-UiTM"
"EPI_ISL_14663849","iPROMISE-UiTM"
"EPI_ISL_14663850","iPROMISE-UiTM"
"EPI_ISL_14663851","iPROMISE-UiTM"
"EPI_ISL_14663852","iPROMISE-UiTM"
"EPI_ISL_14663853","iPROMISE-UiTM"
"EPI_ISL_14663854","iPROMISE-UiTM"
"EPI_ISL_14663855","iPROMISE-UiTM"
"EPI_ISL_14663856","iPROMISE-UiTM"
"EPI_ISL_14663857","iPROMISE-UiTM"
"EPI_ISL_14663858","iPROMISE-UiTM"
"EPI_ISL_14663859","iPROMISE-UiTM"
"EPI_ISL_14663860","iPROMISE-UiTM"
"EPI_ISL_14663861","iPROMISE-UiTM"
"EPI_ISL_14663862","iPROMISE-UiTM"
"EPI_ISL_14663863","iPROMISE-UiTM"
"EPI_ISL_14663864","iPROMISE-UiTM"
"EPI_ISL_14663865","iPROMISE-UiTM"
"EPI_ISL_14663866","iPROMISE-UiTM"
"EPI_ISL_14663867","iPROMISE-UiTM"
"EPI_ISL_14663868","iPROMISE-UiTM"
"EPI_ISL_14663869","iPROMISE-UiTM"
"EPI_ISL_14663870","iPROMISE-UiTM"
"EPI_ISL_14663871","iPROMISE-UiTM"
"EPI_ISL_14663872","iPROMISE-UiTM"
"EPI_ISL_14663873","iPROMISE-UiTM"
"EPI_ISL_14663874","iPROMISE-UiTM"
"EPI_ISL_14663875","iPROMISE-UiTM"
"EPI_ISL_14663876","iPROMISE-UiTM"
"EPI_ISL_14663878","iPROMISE-UiTM"
"EPI_ISL_14663879","iPROMISE-UiTM"
"EPI_ISL_14663880","iPROMISE-UiTM"
"EPI_ISL_14657586","IMR"
"EPI_ISL_14657587","IMR"
"EPI_ISL_14657588","IMR"
"EPI_ISL_14657589","IMR"
"EPI_ISL_14657590","IMR"
"EPI_ISL_14685932","HUSM"
"EPI_ISL_14685931","HUSM"
"EPI_ISL_14685930","HUSM"
"EPI_ISL_14685929","HUSM"
"EPI_ISL_14685928","HUSM"
"EPI_ISL_14685927","HUSM"
"EPI_ISL_14685926","HUSM"
"EPI_ISL_14685925","HUSM"
"EPI_ISL_14685924","HUSM"
"EPI_ISL_14685923","HUSM"
"EPI_ISL_14685922","HUSM"
"EPI_ISL_14685921","HUSM"
"EPI_ISL_14685920","HUSM"
"EPI_ISL_14685919","HUSM"
"EPI_ISL_14685918","HUSM"
"EPI_ISL_14685917","HUSM"
"EPI_ISL_14685916","HUSM"
"EPI_ISL_14685915","HUSM"
"EPI_ISL_14685914","HUSM"
"EPI_ISL_14685913","HUSM"
"EPI_ISL_14685912","HUSM"
"EPI_ISL_14685911","HUSM"
"EPI_ISL_14685910","HUSM"
"EPI_ISL_14687452","iPROMISE-UiTM"
"EPI_ISL_14687453","iPROMISE-UiTM"
"EPI_ISL_14687454","iPROMISE-UiTM"
"EPI_ISL_14687455","iPROMISE-UiTM"
"EPI_ISL_14687456","iPROMISE-UiTM"
"EPI_ISL_14687457","iPROMISE-UiTM"
"EPI_ISL_14687458","iPROMISE-UiTM"
"EPI_ISL_14687459","iPROMISE-UiTM"
"EPI_ISL_14687460","iPROMISE-UiTM"
"EPI_ISL_14687461","iPROMISE-UiTM"
"EPI_ISL_14687462","iPROMISE-UiTM"
"EPI_ISL_14687463","iPROMISE-UiTM"
"EPI_ISL_14687464","iPROMISE-UiTM"
"EPI_ISL_14687465","iPROMISE-UiTM"
"EPI_ISL_14687466","iPROMISE-UiTM"
"EPI_ISL_14687467","iPROMISE-UiTM"
"EPI_ISL_14687468","iPROMISE-UiTM"
"EPI_ISL_14687469","iPROMISE-UiTM"
"EPI_ISL_14687470","iPROMISE-UiTM"
"EPI_ISL_14687471","iPROMISE-UiTM"
"EPI_ISL_14687472","iPROMISE-UiTM"
"EPI_ISL_14687473","iPROMISE-UiTM"
"EPI_ISL_14687474","iPROMISE-UiTM"
"EPI_ISL_14687475","iPROMISE-UiTM"
"EPI_ISL_14687476","iPROMISE-UiTM"
"EPI_ISL_14687477","iPROMISE-UiTM"
"EPI_ISL_14687478","iPROMISE-UiTM"
"EPI_ISL_14687479","iPROMISE-UiTM"
"EPI_ISL_14687480","iPROMISE-UiTM"
"EPI_ISL_14687481","iPROMISE-UiTM"
"EPI_ISL_14687482","iPROMISE-UiTM"
"EPI_ISL_14687483","iPROMISE-UiTM"
"EPI_ISL_14687484","iPROMISE-UiTM"
"EPI_ISL_14687485","iPROMISE-UiTM"
"EPI_ISL_14687486","iPROMISE-UiTM"
"EPI_ISL_14687487","iPROMISE-UiTM"
"EPI_ISL_14687488","iPROMISE-UiTM"
"EPI_ISL_14687489","iPROMISE-UiTM"
"EPI_ISL_14687490","iPROMISE-UiTM"
"EPI_ISL_14687491","iPROMISE-UiTM"
"EPI_ISL_14688890","SASMEC@IIUM"
"EPI_ISL_14688894","SASMEC@IIUM"
"EPI_ISL_14688895","SASMEC@IIUM"
"EPI_ISL_14688896","SASMEC@IIUM"
"EPI_ISL_14689897","SASMEC@IIUM"
"EPI_ISL_14690202","SASMEC@IIUM"
"EPI_ISL_14690203","SASMEC@IIUM"
"EPI_ISL_14690255","SASMEC@IIUM"
"EPI_ISL_14690256","SASMEC@IIUM"
"EPI_ISL_14690257","SASMEC@IIUM"
"EPI_ISL_14690258","SASMEC@IIUM"
"EPI_ISL_14690259","SASMEC@IIUM"
"EPI_ISL_14690505","SASMEC@IIUM"
"EPI_ISL_14690506","SASMEC@IIUM"
"EPI_ISL_14690507","SASMEC@IIUM"
"EPI_ISL_14701461","UMBI-UKM"
"EPI_ISL_14701460","UMBI-UKM"
"EPI_ISL_14701459","UMBI-UKM"
"EPI_ISL_14701458","UMBI-UKM"
"EPI_ISL_14701457","UMBI-UKM"
"EPI_ISL_14701456","UMBI-UKM"
"EPI_ISL_14701455","UMBI-UKM"
"EPI_ISL_14701454","UMBI-UKM"
"EPI_ISL_14701453","UMBI-UKM"
"EPI_ISL_14701452","UMBI-UKM"
"EPI_ISL_14701451","UMBI-UKM"
"EPI_ISL_14701450","UMBI-UKM"
"EPI_ISL_14701449","UMBI-UKM"
"EPI_ISL_14701448","UMBI-UKM"
"EPI_ISL_14701447","UMBI-UKM"
"EPI_ISL_14701446","UMBI-UKM"
"EPI_ISL_14701445","UMBI-UKM"
"EPI_ISL_14701444","UMBI-UKM"
"EPI_ISL_14701443","UMBI-UKM"
"EPI_ISL_14701442","UMBI-UKM"
"EPI_ISL_14701441","UMBI-UKM"
"EPI_ISL_14701440","UMBI-UKM"
"EPI_ISL_14701439","UMBI-UKM"
"EPI_ISL_14701438","UMBI-UKM"
"EPI_ISL_14701437","UMBI-UKM"
"EPI_ISL_14701436","UMBI-UKM"
"EPI_ISL_14701435","UMBI-UKM"
"EPI_ISL_14701434","UMBI-UKM"
"EPI_ISL_14701433","UMBI-UKM"
"EPI_ISL_14701432","UMBI-UKM"
"EPI_ISL_14701431","UMBI-UKM"
"EPI_ISL_14701430","UMBI-UKM"
"EPI_ISL_14701429","UMBI-UKM"
"EPI_ISL_14701428","UMBI-UKM"
"EPI_ISL_14701427","UMBI-UKM"
"EPI_ISL_14701426","UMBI-UKM"
"EPI_ISL_14701425","UMBI-UKM"
"EPI_ISL_14701424","UMBI-UKM"
"EPI_ISL_14701423","UMBI-UKM"
"EPI_ISL_14701422","UMBI-UKM"
"EPI_ISL_14701421","UMBI-UKM"
"EPI_ISL_14448640","SASMEC@IIUM"
"EPI_ISL_14687848","iPROMISE-UiTM"
"EPI_ISL_14687849","iPROMISE-UiTM"
"EPI_ISL_14718255","IMR"
"EPI_ISL_14718256","IMR"
"EPI_ISL_14718257","IMR"
"EPI_ISL_14718258","IMR"
"EPI_ISL_14718259","IMR"
"EPI_ISL_14718260","IMR"
"EPI_ISL_14718261","IMR"
"EPI_ISL_14718262","IMR"
"EPI_ISL_14718263","IMR"
"EPI_ISL_14718264","IMR"
"EPI_ISL_14718265","IMR"
"EPI_ISL_14718266","IMR"
"EPI_ISL_14718267","IMR"
"EPI_ISL_14718268","IMR"
"EPI_ISL_14718269","IMR"
"EPI_ISL_14718270","IMR"
"EPI_ISL_14718271","IMR"
"EPI_ISL_14718272","IMR"
"EPI_ISL_14718273","IMR"
"EPI_ISL_14718274","IMR"
"EPI_ISL_14718275","IMR"
"EPI_ISL_14718276","IMR"
"EPI_ISL_14718277","IMR"
"EPI_ISL_14718278","IMR"
"EPI_ISL_14718279","IMR"
"EPI_ISL_14718280","IMR"
"EPI_ISL_14718281","IMR"
"EPI_ISL_14718282","IMR"
"EPI_ISL_14718283","IMR"
"EPI_ISL_14718284","IMR"
"EPI_ISL_14718285","IMR"
"EPI_ISL_14718286","IMR"
"EPI_ISL_14718287","IMR"
"EPI_ISL_14718288","IMR"
"EPI_ISL_14718289","IMR"
"EPI_ISL_14718290","IMR"
"EPI_ISL_14718291","IMR"
"EPI_ISL_14718292","IMR"
"EPI_ISL_14718293","IMR"
"EPI_ISL_14718294","IMR"
"EPI_ISL_14718295","IMR"
"EPI_ISL_14718296","IMR"
"EPI_ISL_14718297","IMR"
"EPI_ISL_14718298","IMR"
"EPI_ISL_14718299","IMR"
"EPI_ISL_14718300","IMR"
"EPI_ISL_14718301","IMR"
"EPI_ISL_14718302","IMR"
"EPI_ISL_14718303","IMR"
"EPI_ISL_14718304","IMR"
"EPI_ISL_14718305","IMR"
"EPI_ISL_14718306","IMR"
"EPI_ISL_14718307","IMR"
"EPI_ISL_14718308","IMR"
"EPI_ISL_14718309","IMR"
"EPI_ISL_14718310","IMR"
"EPI_ISL_14718311","IMR"
"EPI_ISL_14718312","IMR"
"EPI_ISL_14718313","IMR"
"EPI_ISL_14718314","IMR"
"EPI_ISL_14718315","IMR"
"EPI_ISL_14718316","IMR"
"EPI_ISL_14718317","IMR"
"EPI_ISL_14718318","IMR"
"EPI_ISL_14718319","IMR"
"EPI_ISL_14718320","IMR"
"EPI_ISL_14718321","IMR"
"EPI_ISL_14718322","IMR"
"EPI_ISL_14718323","IMR"
"EPI_ISL_14718324","IMR"
"EPI_ISL_14718325","IMR"
"EPI_ISL_14718326","IMR"
"EPI_ISL_14718327","IMR"
"EPI_ISL_14718328","IMR"
"EPI_ISL_14718329","IMR"
"EPI_ISL_14718330","IMR"
"EPI_ISL_14718331","IMR"
"EPI_ISL_14718332","IMR"
"EPI_ISL_14718333","IMR"
"EPI_ISL_14718334","IMR"
"EPI_ISL_14718335","IMR"
"EPI_ISL_14718336","IMR"
"EPI_ISL_14718337","IMR"
"EPI_ISL_14718338","IMR"
"EPI_ISL_14718339","IMR"
"EPI_ISL_14718340","IMR"
"EPI_ISL_14718341","IMR"
"EPI_ISL_14718342","IMR"
"EPI_ISL_14718343","IMR"
"EPI_ISL_14718344","IMR"
"EPI_ISL_14718345","IMR"
"EPI_ISL_14718346","IMR"
"EPI_ISL_14718347","IMR"
"EPI_ISL_14718348","IMR"
"EPI_ISL_14718349","IMR"
"EPI_ISL_14718350","IMR"
"EPI_ISL_14718351","IMR"
"EPI_ISL_14718352","IMR"
"EPI_ISL_14718353","IMR"
"EPI_ISL_14718354","IMR"
"EPI_ISL_14718355","IMR"
"EPI_ISL_14718356","IMR"
"EPI_ISL_14718357","IMR"
"EPI_ISL_14718358","IMR"
"EPI_ISL_14718359","IMR"
"EPI_ISL_14718360","IMR"
"EPI_ISL_14718361","IMR"
"EPI_ISL_14718362","IMR"
"EPI_ISL_14718363","IMR"
"EPI_ISL_14718364","IMR"
"EPI_ISL_14718365","IMR"
"EPI_ISL_14718366","IMR"
"EPI_ISL_14718367","IMR"
"EPI_ISL_14718368","IMR"
"EPI_ISL_14718369","IMR"
"EPI_ISL_14718370","IMR"
"EPI_ISL_14718371","IMR"
"EPI_ISL_14718372","IMR"
"EPI_ISL_14718373","IMR"
"EPI_ISL_14718374","IMR"
"EPI_ISL_14718375","IMR"
"EPI_ISL_14718376","IMR"
"EPI_ISL_14718377","IMR"
"EPI_ISL_14718378","IMR"
"EPI_ISL_14718379","IMR"
"EPI_ISL_14718380","IMR"
"EPI_ISL_14718381","IMR"
"EPI_ISL_14718382","IMR"
"EPI_ISL_14718383","IMR"
"EPI_ISL_14718384","IMR"
"EPI_ISL_14718385","IMR"
"EPI_ISL_14718386","IMR"
"EPI_ISL_14718387","IMR"
"EPI_ISL_14718388","IMR"
"EPI_ISL_14718389","IMR"
"EPI_ISL_14718390","IMR"
"EPI_ISL_14718391","IMR"
"EPI_ISL_14718392","IMR"
"EPI_ISL_14718393","IMR"
"EPI_ISL_14718394","IMR"
"EPI_ISL_14718395","IMR"
"EPI_ISL_14718396","IMR"
"EPI_ISL_14718397","IMR"
"EPI_ISL_14718398","IMR"
"EPI_ISL_14718399","IMR"
"EPI_ISL_14718400","IMR"
"EPI_ISL_14718401","IMR"
"EPI_ISL_14718402","IMR"
"EPI_ISL_14718403","IMR"
"EPI_ISL_14718404","IMR"
"EPI_ISL_14718405","IMR"
"EPI_ISL_14718406","IMR"
"EPI_ISL_14718407","IMR"
"EPI_ISL_14718408","IMR"
"EPI_ISL_14718409","IMR"
"EPI_ISL_14718410","IMR"
"EPI_ISL_14718411","IMR"
"EPI_ISL_14718412","IMR"
"EPI_ISL_14718413","IMR"
"EPI_ISL_14718414","IMR"
"EPI_ISL_14718415","IMR"
"EPI_ISL_14718416","IMR"
"EPI_ISL_14718417","IMR"
"EPI_ISL_14718418","IMR"
"EPI_ISL_14718419","IMR"
"EPI_ISL_14718420","IMR"
"EPI_ISL_14718421","IMR"
"EPI_ISL_14718422","IMR"
"EPI_ISL_14718423","IMR"
"EPI_ISL_14718424","IMR"
"EPI_ISL_14718425","IMR"
"EPI_ISL_14718426","IMR"
"EPI_ISL_14718427","IMR"
"EPI_ISL_14718428","IMR"
"EPI_ISL_14718429","IMR"
"EPI_ISL_14718430","IMR"
"EPI_ISL_14718431","IMR"
"EPI_ISL_14718432","IMR"
"EPI_ISL_14718433","IMR"
"EPI_ISL_14718434","IMR"
"EPI_ISL_14718435","IMR"
"EPI_ISL_14718436","IMR"
"EPI_ISL_14718437","IMR"
"EPI_ISL_14718438","IMR"
"EPI_ISL_14718439","IMR"
"EPI_ISL_14718440","IMR"
"EPI_ISL_14718441","IMR"
"EPI_ISL_14718442","IMR"
"EPI_ISL_14718443","IMR"
"EPI_ISL_14718444","IMR"
"EPI_ISL_14718445","IMR"
"EPI_ISL_14718446","IMR"
"EPI_ISL_14718447","IMR"
"EPI_ISL_14718448","IMR"
"EPI_ISL_14718449","IMR"
"EPI_ISL_14718450","IMR"
"EPI_ISL_14718451","IMR"
"EPI_ISL_14718452","IMR"
"EPI_ISL_14718453","IMR"
"EPI_ISL_14718454","IMR"
"EPI_ISL_14718455","IMR"
"EPI_ISL_14718456","IMR"
"EPI_ISL_14718457","IMR"
"EPI_ISL_14718458","IMR"
"EPI_ISL_14718459","IMR"
"EPI_ISL_14718460","IMR"
"EPI_ISL_14718461","IMR"
"EPI_ISL_14718462","IMR"
"EPI_ISL_14718463","IMR"
"EPI_ISL_14718464","IMR"
"EPI_ISL_14718465","IMR"
"EPI_ISL_14718466","IMR"
"EPI_ISL_14718467","IMR"
"EPI_ISL_14718468","IMR"
"EPI_ISL_14718469","IMR"
"EPI_ISL_14718470","IMR"
"EPI_ISL_14718471","IMR"
"EPI_ISL_14718472","IMR"
"EPI_ISL_14718473","IMR"
"EPI_ISL_14718474","IMR"
"EPI_ISL_14718475","IMR"
"EPI_ISL_14718476","IMR"
"EPI_ISL_14718477","IMR"
"EPI_ISL_14718478","IMR"
"EPI_ISL_14718479","IMR"
"EPI_ISL_14718480","IMR"
"EPI_ISL_14718481","IMR"
"EPI_ISL_14718482","IMR"
"EPI_ISL_14718483","IMR"
"EPI_ISL_14718484","IMR"
"EPI_ISL_14718485","IMR"
"EPI_ISL_14718486","IMR"
"EPI_ISL_14718487","IMR"
"EPI_ISL_14718488","IMR"
"EPI_ISL_14718489","IMR"
"EPI_ISL_14718490","IMR"
"EPI_ISL_14718491","IMR"
"EPI_ISL_14718492","IMR"
"EPI_ISL_14718493","IMR"
"EPI_ISL_14718494","IMR"
"EPI_ISL_14718495","IMR"
"EPI_ISL_14718496","IMR"
"EPI_ISL_14718497","IMR"
"EPI_ISL_14718498","IMR"
"EPI_ISL_14718499","IMR"
"EPI_ISL_14718500","IMR"
"EPI_ISL_14718501","IMR"
"EPI_ISL_14718502","IMR"
"EPI_ISL_14718503","IMR"
"EPI_ISL_14722742","MGVI"
"EPI_ISL_14722743","MGVI"
"EPI_ISL_14722744","MGVI"
"EPI_ISL_14722745","MGVI"
"EPI_ISL_14722746","MGVI"
"EPI_ISL_14722747","MGVI"
"EPI_ISL_14722748","MGVI"
"EPI_ISL_14722749","MGVI"
"EPI_ISL_14722750","MGVI"
"EPI_ISL_14722751","MGVI"
"EPI_ISL_14722752","MGVI"
"EPI_ISL_14722753","MGVI"
"EPI_ISL_14722754","MGVI"
"EPI_ISL_14722755","MGVI"
"EPI_ISL_14722756","MGVI"
"EPI_ISL_14722757","MGVI"
"EPI_ISL_14722758","MGVI"
"EPI_ISL_14722759","MGVI"
"EPI_ISL_14722760","MGVI"
"EPI_ISL_14722761","MGVI"
"EPI_ISL_14722762","MGVI"
"EPI_ISL_14722763","MGVI"
"EPI_ISL_14722764","MGVI"
"EPI_ISL_14722765","MGVI"
"EPI_ISL_14722766","MGVI"
"EPI_ISL_14722767","MGVI"
"EPI_ISL_14722768","MGVI"
"EPI_ISL_14722769","MGVI"
"EPI_ISL_14722770","MGVI"
"EPI_ISL_14722771","MGVI"
"EPI_ISL_14722772","MGVI"
"EPI_ISL_14722773","MGVI"
"EPI_ISL_14722774","MGVI"
"EPI_ISL_14722775","MGVI"
"EPI_ISL_14722776","MGVI"
"EPI_ISL_14722777","MGVI"
"EPI_ISL_14722778","MGVI"
"EPI_ISL_14722779","MGVI"
"EPI_ISL_14722780","MGVI"
"EPI_ISL_14722781","MGVI"
"EPI_ISL_14722782","MGVI"
"EPI_ISL_14722783","MGVI"
"EPI_ISL_14722784","MGVI"
"EPI_ISL_14722785","MGVI"
"EPI_ISL_14722786","MGVI"
"EPI_ISL_14722787","MGVI"
"EPI_ISL_14722788","MGVI"
"EPI_ISL_14722789","MGVI"
"EPI_ISL_14723005","MKAK"
"EPI_ISL_14723006","MKAK"
"EPI_ISL_14723007","MKAK"
"EPI_ISL_14723008","MKAK"
"EPI_ISL_14723009","MKAK"
"EPI_ISL_14723010","MKAK"
"EPI_ISL_14723011","MKAK"
"EPI_ISL_14723012","MKAK"
"EPI_ISL_14723013","MKAK"
"EPI_ISL_14723014","MKAK"
"EPI_ISL_14723015","MKAK"
"EPI_ISL_14723016","MKAK"
"EPI_ISL_14723017","MKAK"
"EPI_ISL_14723018","MKAK"
"EPI_ISL_14723019","MKAK"
"EPI_ISL_14723020","MKAK"
"EPI_ISL_14723021","MKAK"
"EPI_ISL_14723022","MKAK"
"EPI_ISL_14723023","MKAK"
"EPI_ISL_14723024","MKAK"
"EPI_ISL_14723025","MKAK"
"EPI_ISL_14723026","MKAK"
"EPI_ISL_14769909","IMR"
"EPI_ISL_14769910","IMR"
"EPI_ISL_14769911","IMR"
